id,dialogue,summary
13828110,"Rita: I need some info on you client.
Helen: Which one?
Rita: Salvage Industries.
Helen: Yeah? What do you need?
Rita: What's their major business.
Helen: They are into waste disposal.
Rita: I thought so.
Rita: You think they are legit.
Helen: What do you mean?!
Helen: Of course, they are legit.
Rita: Got a favor to ask. Can you double check if they have no PR problems?
Helen: I don't think so. But I'll check it for you.
Rita: You are a dear, Helen.
Helen: I sure am:)",Helen will do Rita a favour. She will do the research on Salvage Industries to find out if they have any pubic relations problems. 
13680401,"Ginger: need some sugar
Ginger: desperately!!!
Phylis: <lol>
Phylis: I'm baking a pie
Phylis: come if u want :D
Ginger: be right there!!!",Ginger needs to eat something sweet. Phylis is baking a pie. Ginger will come to Phylis shortly.
13731424,"Anthony: Hi Rob, wanna grab a beer?
Robert: I’m with my kids now
Robert: Maybe later
Robert: Around 9?
Anthony: It’s ok
Anthony: I’ll go with Andrew
Anthony: In the evening I can’t
Anthony: I’m taking my lady for a date :P
Robert: Enjoy!",Anthony can't meet up with Robert at 9 as he has a date then.
13729106-1,"Jill: So bored!
Nate: Well... can't help you there
Nate: Still at work
Jill: ugh I need to find a job
Jill: I've watched everything on youtube already
Nate: Doubt it :P I'll call you when I get off work",Jill is bored and has watched YouTube. Nate is at work and will call Jill when he finishes it.
13863084,"Jake: dude, I just pulled a TOTW
Jake: my first this year!
Tom: grats!
Tom: gonna sell it?
Jake: yeah
Jake: I'll try him in one or two matches
Jake: he's not a good fit for my squads
Tom: you'll have plenty of coins to buy someone that fits
Jake: that's the plan
Jake: I got lucky with this one
Tom: my pull luck sucks this year
Tom: not a single great player 
Jake: you're good at the game
Jake: you don't need help :P
Tom: I like shiny things :P",Jake has got his first TOTW this year. Tom doesn't have a great team. 
13830127,"Victoria: yo
Victoria: are you free this weekend?
Rosemary: let me see...
Rosemary: yeah
Victoria: <3
Victoria: let's record the drums?
Rosemary: you see
Rosemary: there's a problem
Victoria: yeah?
Rosemary: namely, i don't have a working laptop atm
Victoria: XD
Victoria: i have a tablet but it has 2gb ram, so probably not enough for recording
Rosemary: but does it have all the software? usb ports? windows?
Victoria: yeah it's running windows 10
Rosemary: still 2gb is probably not enough
Rosemary: so we need to borrow it from somebody
Victoria: yeah, any ideas?
Rosemary: actually i have a few
Rosemary: i'll get back to you later
Victoria: okay, thanks!
Victoria: but don't forget xd","Rosemary and Victoria would like to record the drums this weekend. Rosemary doesn't have a working laptop, whereas Victoria's tablet doesn't have enough memory for recording. Rosemary will try to borrow a laptop from somebody and will get back to Victoria later."
13681429,"Cass: Hi darling, did you get your birthday card and money on time?
Jordan: hello Nanna! Thanks for the £20. Sorry I didn't ring you before.
Cass: you still like Thomas the Tank engine don't you? I picked it specially.
Jordan: Yes, Nanna. I will always love him! Next time, get me a football one or something. I mean, I'm 11 now!
Cass: I know, you are so grown up. Love you xxxxx
Jordan: Love you, Nan xx",Cass sent her grandson Jordan £20 and a birthday card for his 11th birthday. 
13681520,"Jane: I may be 10 min late. Sorry.
Alex: Ok. I'm by the left entrance.
Jane: The bus is running late. I've just passed the supermarket.
Alex: No worries. I'll be waiting for you.
Jane: Thnx
Alex: Did you remember to take the file with the xerox copies?
Jane: Yes. I hope it will be useful. It's quite a brick.
Alex: Hope so too
Jane: We'll do fine :-)
Alex: No other choice. Seems like it's our last chance of getting through to them.
Jane: Maybe they will be convinced after they've seen our materials.",Jane will be about 10 minutes late. Alex is waiting at the left entrance and they are going to attend a meeting. This might be the last opportunity for Jane and Alex to get through to them.
13731240,"Ken: Hey, how are you doing today?
Ellen: Fine. How are you?
Ken: Not doing well at all today. Really depressed. Frustrated. Stressed out.
Ellen: Oh no!
Ken: Really bad day yesterday carrying over to today.
Ellen: Can I do anything?
Ken: I'll be fine. Just overwhelmed and burned out.
Ellen: Sorry!
Ken: Sorry, don't mean to bring you down.
Ellen: You didn't, just worried about you!",Ken is having some bad days.
13829372,"Phil: Good evening Deana! Many thanks for this nice card from you. Constantine was very happy!
Phil: Are these sunglasses also from you?
Deana: I thought they belonged your Cathreen!
Phil: Nope. She says they aren't hers.
Deana: Mine either. Look, maybe you feel like keeping them?
Deana: I seem to have so many sunglasses...
Deana: 8‑D
Phil: Where did you find them, possible that they belong to Adrian?
Deana: In this empty place above the radio. In the very back.
Deana: If Adrian wants it, no pro!
Deana: :)
Phil: :))
Deana: Exactly!
Phil: Ok, they don't belong to any of us, and nobody else drove your car. But we can look after these sunglasses.
Deana: Glad to hear it!","Phil received a card from Deana. Constantine was happy. Phil has sunglasses, that Deana found in the back above the radio. Deana and Phil don't know who they belong too. Phil will keep the sunglasses."
13729918,"Alice: My dad is coming over for a month...
Kim: What?
Alice: He's going to decorate Jo's place...
Alice: I'm going to go mad...
Kim: :)
Alice: Are we still on?
Kim: When?
Alice: Saturday
Kim: My mum is here...
Alice: fuck, my parents will be here too...
Kim: what about Friday?
Alice: Okay, Friday it is!
Alice: I have my yoga class at 6:30
Alice: I will be back home about 8pm
Kim: okay, I will be there after 8
Alice: great!",Alice's dad is coming over for a month to decorate Jo's place. Kim's mom and Alice's parents are going to be here on Saturday. Alice and Kim will meet on Friday after 8 after Alice's yoga class. 
13716782,"Kelly: Oh! Oh! Can I pick the first question?
Jessica: Sure. Go for it!
Kelly: What's the scariest place you've been to!
Jessica: I'll start: Palermo in Italy.
Mickey: And what's so scary about that? Did you break your nail? :P
Jessica: Shut it, Mickey! No, there are the Capuchin Catacombs with 8000 corpses! 
Kelly: Ewwww! Corpses? Rly?
Jessica: Yeah! And you can look at them like museum exhibits. I think they're divided somehow, but have no clue how!
Ollie: That's so cool! Do you get to see the bones or are they covered up?
Jessica: Well, partly. Most of them were exhibited in their clothes. Basically only skulls and hands. 
Mickey: I'm writing this one down! That's so precious!
Ollie: Me too!",The scariest place for Jessica was the Capuchin Catacombs in Palermo.
13728821,"Maria: Hi Spence, life treating you well?
Spencer: Can't complain love, lots of commissions coming in and all that!
Maria: Getting your name out there! Saw some of your new stuff on Instagram, liked it!
Spencer: Yeah, thanks love! How's the call centre?
Maria: Same old, same old. Can't wait to go part time next year, really want to get on with some freelancing.
Spencer: Yeah, pity they won't allow it for a year. I'm on 16 fixed hours at the cafe which suits me great. I've then got the rest of the week to work on my illustrations.
Maria: How do you get new clients, Spence? I really need to pick your brains sometimes!
Spencer: Well, some of them saw my printing in the shops I sell to and contacted me directly, then there's the agency and my social media stuff. I probably get around £1000  of work a month now, before commission and tax.
Maria: Well that's just about liveable with the cafe wage, I imagine.
Spencer: Yes, it's tight, but I am very frugal. Still have a hefty chunk going out on rent and bills.
Maria: Hmm, I'll have to budget carefully when I do it.
Spencer: Yes, but it's well worth it. I LOVE the work so much!
Maria: Well, your passion is obvious! Your stuff is amazing!
Spencer: Well, so was yours in Uni. Don't let your talent go to waste!
Maria: You've inspired me, Spence. See you soon, hopefully!
Spencer: See ya!",Maria wants to work as a freelancer. Spencer is an artist. The agency and social media help him to get new clients. He earns around £1000 a month. Spencer encourages Maria to develop her talent and to try freelancing.
13829842,"Tim: Hey, you have a few minutes?
Joe: Sure, what's up?
Tim: I'm thinking about inviting a few people from work over and I kinda thought that maybe some boardgames would be a cool idea.
Tim: And I wanted to consult the expert on the matter :)
Joe: As you know I'm always happy to share my expertise with anyone willing to listen. You will just need to stop me when I get too wound up :D
Tim: Haha :) Ok, So I know you ran the local club - any tips how to organize a newbie gaming evening? And what games to bring?
Joe: yeah, sure - just a few general tips :)
Joe: Start games before you start drinking :) And don't bring any game that is either over-complicated, requires too much time to explain, or god forbid encourages direct conflict - you know, the plotting-scheming stuff. So no Game of Thrones :)
Joe: Or alternatively you can chose some cooperative games - like Arkham Horror, Robinson Crusoe, Pandemic
Tim: Got it :D 
Joe: Also would be great to know what theme they all like - if there is one. And if not then there are some 'vanilla' games - like Codenames or Catan. Any idea what they might be into? 
Tim: Not really - there are some guys who I know like sci-fi and comic books, but no idea about the girls... 
Joe: The best way - just talk with them - might be surprised by their tastes and experiences. Maybe some of them are already into gaming? There are nerds in every walk of life :)
Tim: Yeah, I know, all too well :)
Tim: Anyway, thanks for the tips - co-op games sound like a good idea for a start.
Joe: yeah, and then if the idea sticks you can roll out the big guns :)
Tim: Will do that :)",Tim wants to organise a board games night for his colleagues. Joe has some good ideas and tips on where to start. 
13821023,"Richard: Hey we have to start 
Richard: doing our project real soon
Holy: When is it due? 
Richard: 15 dec
Holy: Omg 😱😱😱
Anne: I completely forgot about it! 
Anne: You guys have time tomorrow? 
Holy: I am out of town! 
Richard: I do! 
Richard: Wanna meet up at Starbucks down 8th street? 
Anne: Sure
Anne: After 3pm? Works out? 
Richard: Ya and We will start planning out stuff
Holy: I will be back on Monday 
Holy: but I can do some research tonight
Holy: And send them back to you
Richard: Ok sure  😉 ","Richard's, Holy's and Anne's project is due on December 15. Anne and Richard are meeting tomorrow at Starbucks down 8th street at 3pm. Holy's out of town, but she'll do some research tonight and send it to them."
13730896,"Russ: Hi Gurdun, are you feeling better?
Gurdun: Hi Ross, a little bit better, yes, thank you.
Russ: Do you think you'll be back at the uni this week?
Gurdun: Not tomorrow for sure, but I hope Wednesday maybe.
Russ: Oh, that's fine.
Gurdun: Yeah. I'm feeling a bit weak still
Russ: I guess that's pretty normal at this stage.
Gurdun: I believe so. And the muscle pain.
Russ: I know what you mean. I had flu like that three months ago.
Gurdun: Luckily the headache's gone. It was absolutely awful.
Russ: True enough. I had the same.
Gurdun: Anyway, how are things with you?
Russ: Same old, same old, you know. Not much happening in the middle of term.
Gurdun: And the team?
Russ: Oh yeah, we won the last match. It was a good game.
Gurdun: Great. Listen Russ, I need to run. Catch up later.
Russ: OK, talk to you later.",Gurdun has the flu. He is feeling better. Gurdun hopes he'll be back at the uni on Wednesday. Russ and his team won the last match. 
13820473,"Leo: Check this out
Leo: <file_video>
Charlie: Whaaaaaaaat
Oliver: God
Oliver: What's that??
Leo: Seems like prank
Leo: But actually I dunno xD
Oliver: 03:24
Oliver: WTF
Leo: Hahahah, my fav part
Leo: Of that random crap
Oliver: People are so weird sometimes
Leo: I knew you'd like it xD
Charlie: Wellllllll I have mixed feelings :D:D
Leo: Hahahahah, wait till 05:24
Charlie: Omg, too much for me
Charlie: My eyes!!
Leo: Hahahahahah
Leo: xDDDDDD","Leo, Charlie and Oliver are watching a video with a bizarre prank. Charlie has ambivalent feelings. Leo and Oliver enjoy the video's weirdness very much especially moments 3:24 and 5:24."
13829374,"Mummy: My dearest Thess and Mike! We wish you God's blessing and a happy celebration of Christmas! Our thoughts are with you every second today.
Thessalia: We are joining you in prayer and our hearts are celebrating Christmas with you. May joy and peace be with you all!
Mummy: So help us God.",Mummy and Thessalia send Christmas greetings to each other.
13681619,"JP: What's new?
Samara: Not much.
JP: Oh.
Samara: Want to play?
JP: Nah. Gotta go to work.
Samara: K, see ya!",JP doesn't want to play because it's time to go to work.
13611491,"Michael: Sorry I can't make it today :(
Tom: well, ok... are you sure?
Michael: I'm really sorry, can't leave the office before 8pm 
Tom: it's okay, call me tomorrow
Michael: I will. Sorry again","Michael can't leave the office before 8 PM, so he's unable to meet with Tom. Michael will call Tom tomorrow."
13810230,"Dan: buy me a sandwich on your way to work.
Kevin: ok, no problem!
Dan: thanks!",Dan wants Kevin to buy him a sandwich on his way to work.
13729996,"Simon: <file_photo>
Simon: It's funny and scary at the same time.
Simon: BTW it's so annoying that people can't see that such immigration policy reduces safety level for citizens of EU significantly
Charlie: This photo is great. It totally shows what do we all mean when we criticize EU policy. 
Charlie: Berlin has put concrete blocks around Christmas fair, Belgium has soldiers running armed around cities and Paris has mass demonstrations and car arsons happening all over the city.
Charlie: Poland though...
Charlie: One of the last countries unspoilt by uncontrolled migration and terrorism
Charlie: The question is - for how long...
Simon: I always say that there is advantage of the polish situation
Simon: I mean being economically delayed for few decades
Simon: Poland has a chance to develop in fast pace and at the same time has a position to avoid all the mistakes other western powers made.
Simon: The worst thing is that the country is being ostracized by defending it's values and interests. 
Charlie: Yup. And as long as there are people in Poland ready to defend that values, the country will be marginalized by every other nation.
Simon: I admire Poles.
Simon: I admire them for they will to fight.
Simon: They never give up.
Charlie: Different countries tried to eliminate them from the map.
Simon: I tell you, there will be time, when only Poland will have power to fight with internal problems of Europe.
Charlie: Maybe. But there is a risk that internal conflict will rip the country apart.
Simon: Let's hope not.
Charlie: Yup. To conclude: Christmas in Poland will be the best Christmas in Europe :D
Simon: I agree :)",Simon and Charlie admire Poland for its anti-immigration policy and the way it defends its values and interests. 
13815087,"Sam: Where are you?
Tilly: Just leaving school now?
Sam: What have you been doing? You said you would be home for 4!
Tilly: Yes had to go for detention
Sam: I asked your mum if that's what had happened but she said she hadn't got a text
Tilly: They are useless. They are supposed to tell your parents if you get a detention.
Sam: How long will you be?
Tilly: About 40 minutes
Sam: OK.. I'm going back to mine - phone me when you are home.
Tilly: OK - see you soon.","Tilly was supposed to come home by 4 but she got a detention. The school was supposed to inform her parents about it, but didn't do it. Sam is coming back home. Tilly will be home in 40 minutes. She will call Sam then. "
13612019,"Mell: Hi there! How are you doing?
Gloria: Hi Mell! We are fine, just the daily grind ;) And yourselves?
Mell: Not much happening either. An odd phone call with the kids. Or Tad's sister:(( Not much otherwise.
Gloria: Yeah... Life has become so quite since the kids are out of the house. We had more to get used to it. But it must hard for you. Especially you I mean.
Mell: I don't know. Sometimes I even forget that I should be missing them. In a way I do like this peace and quiet now.
Gloria: Small wonder. You had a hell of a time with them just before they went to college. I'd say you need to recover now.
Mell: I guess you're right. But maybe I should feel guilty or something?
Gloria: Don't be silly! You are a fantastic mom.
Mell: Thanks Gloria.
Gloria: Anyway I'm happy to hear from you again. We should really have a nice do again.
Mell: YES! Splendid!
Gloria: The weather is just brilliant, perfect for a BBQ. What do you think?
Mell: I'm all for it. At my place? I'd love it.
Gloria: Can't be better. I love your garden.
Mell: We're thinking about extending the terrace. I must show you my drawings, just a few ideas. It would be great to hear your opinion.
Gloria: I'd love to. But you know how little I know about garden design, or however you call it.
Mell: We'll have a look at them. Now the BBQ. At the weekend I suppose?
Gloria: Let me check the calendar. Here's our family planner. A horrible name, isn't it? So this weekend suits us fine. At the next one, on Saturday, Mark has penciled something in but I can't read it. So what about this Saturday?
Mell: Perfect. At least we know the weather holds. Shall I do the food and you the drinks?
Gloria: And I'll get us some dessert as well. 
Mell: Very good indeed. It's always so easy going with you.
Gloria: Ta! You were thinking about Tad's sister?
Mell: I'm afraid so. I'm so happy she moved up to Scotland and I don't have to put up with her trying to run my household. Tad feels relieved too.
Gloria: Good riddance! I could really never warm up to her.
Mell: Nobody can! Anyway she's gone and we're going to have a fantastic barbecue. Without her.
Gloria: Yes, we are. Oh I'm so happy you've phoned!
Mell: Looking forward to our BBQ on Saturday!
Gloria: So long!","Gloria and Mell plan to have a barbeque at Mell's place on Saturday. They are happy, because Tad's sister moved to Scotland. Mell needs Gloria's advice on garden design."
13731495,"Whitney: Hello
Hailey:  Hey
Whitney: Have you been to I-max cinemas?
Hailey: Nop
Hailey:  You planning on taking me?
Whitney: Mmmh maybe
Whitney: But it all depends if you will be available the day Aqua man is being released
Hailey:  I'll break the laws to make time for it😂
Whitney: Haha. Then it is a deal
Hailey:  Cool.
Whitney: Before I forget Shadrack and his girlfriend will be accompanying us
Hailey:  Even better.
Whitney: Fine. I guess I will see you then.
Hailey:  Definitely",Hailey hasn't been to I-max cinema yet and Whitney wants to take her to one to watch Aquaman. Hailey'll do everything to find some time for it. Whitney informs Hailey that Shadrack and his girlfriend are going with them.
13821847,"George: What have you gotten for Christmas?
Jacob: I got a punchbag. 
Jenny: I got training shoes.
George: Sporty team :P
Jenny: What did you get?
George: A cooking pot :-)
Jacob: Your wife wants you to help her in the kitchen?
George: It's me who is normally cooking.
George: I really like it :P
George: Jenny gave me this pot, it's amazing and has life long guarantee. 
Jacob: Cool
Jenny: I wish my Michael was a better cook.
Jenny: I think it's really sexy when a guy can cook well. ","Jacob, Jenny and George are telling each other what they have gotten for Christmas."
13829367,"Lincoln: I think I've broken your toilet seat. :(
Lincoln: I'm so sorry, I'll buy and install a new one.
Hudson: Can't it be fixed?
Hudson: Send me a pic.
Lincoln: <file_photo>
Hudson: Hmm, it seems like you've broken a hinge.
Hudson: I'll try to replace it with a new one and I'll let you know, if it works, ok?
Lincoln: Ok. I'm so sorry. :(
Lincoln: Are you mad at me?
Hudson: No, of course I'm not. You know: shit happens. ;) 
Lincoln: Then maybe at least I'll buy this new hinge?
Hudson: It literally costs pennies.
Hudson: Really, don't worry about this, it's not a big deal. ;)
Lincoln: :)",Lincoln has broken Hudson's toilet seat. Hudson will replace a hinge. Lincoln doesn't have to repay Hudson.
13828762,"Kayla: what time are you going to bring her?
Kayla: was it 11am?
Katherine: hey, i guess so. 
Katherine: i'll have to ask dad and get back to you later ok?
Kayla: ok 
Katherine: why, is there a problem?
Kayla: noooo
Kayla: i'm just making sure:)
Kayla: it turned out i finish at 11
Kayla: so it will be even less problematic ;)
Katherine: ok :)
Katherine: yeah dad just texted me
Katherine: it's around 11
Kayla: ok",Katherine will bring her to Kayla around 11.
13817550,"Lorena: Hi, can you help me with something?
Martin: Well, I can try.
Martin: Depends what it is?
Lorena: I got a new desk and it comes with assembly instructions but I give up, I just can't do it.
Lorena: I'm illiterate when it comes to instructions, haha.
Lorena: So I could really use some help...
Martin: Hmm, I can't today, but how about tomorrow? Shouldn't take long anyway.
Lorena: Yeah, it's fine! I just need it for the weekend, but tomorrow's great! Sorry for troubling you again.
Martin: Don't mention it, we've known each other for so long it's almost like we're siblings, haha.
Lorena: Thanks a lot! I should be home by 6, so let me know when you can.",Martin is going to help Lorena assemble a new desk. He is coming to her house tomorrow.
13729140,"Everett: Ralph asked me if i could give him your phone number, is that cool?
Amy: who's ralph?
Everett: my friend, i introduced him to you at the pub last week, tall, brown hair, weird laugh...
Amy: oh i remember him now, is he a psycho?
Everett: no
Amy: ok, he can have my number",Amy gives Everett permission to give her number to Ralph.
13829783,"Diane: how long do you have to work tonight?
Ross: about 2 hours, why?
Diane: I just wanted to do something maybe
Ross: I think I'll be worn out after all hat work, baby
Diane: We can just chill at home, don't worry
Diane: I just wanted to prepare 
Ross: OK
Ross: Then just to be safe let's say it will take me 3 hours
Diane: but you just said 2!
Ross: Damn it, Diane, don't start again
Diane: what am I starting?!
Diane: you're impossible
Ross: can't you understand that this is important to me?!
Ross: my career depends on it!
Diane: Well, if your career is the most important thing in the world then I wouldn't want to disturb!
Ross: ...",Diane is not happy with Ross prioritising work over spending time with her. 
13716595,"Ed: Sinners!! Sex is for married people
Valerie:  double sin if it’s anything but missionary style!
Chris: Then you go get married & leave us all alone
Lor: You better hope all non sin living is worth it or your consciousness after death is going to be butt hurt for eternity lol
Atnee: Ed, take it easy
Jessica: And the only purpose for sex is to make babies! !! That's it, hahaha 😂
Atnee: Lol
Ed: Valerie , triple sin if you enjoy it!
Jessica: And only for procreation. :-))) And not to be enjoyed. :-)))
Matt: Ed, Ok. See you in hell !! 😂
Ed: Matt , No you won’t. I don’t even look on the direction of another man","Ed, Valerie, Chris, Lor, Atnee, Jessica, Matt are laughing at the sinfulness of the sex without marriage."
13863098,"Cristina: Hey
Cristina: Do you think we can meet up next week to discuss the shoot?
Gaya: Yes, I just need to double check my schedule
Gaya: If you like we can meet at my studio?
Gaya: It's easier
Cristina: Ok
Cristina: I'm more free on Wednesday and Friday
Gaya: Ok ;)",Gaya and Cristina are going to meet at Gaya's studio to talk about the photoshoot. Cristina prefers Wednesdays and Fridays.
13819045,"Matt: have you heard that Bon Jovi are coming to Poland?
Phil: No way!
Phil: where, when?
Matt: Warsaw, next July
Tony: would you like to go?
Matt: Sure!
Phil: how much are the tickets? Very expensive?
Phil: they're huge, I guess tix can cost a bomb
Matt: I read the cheapest ones start from pln 250
Phil: not too bad, for Bon Jovi
Matt: Yep!
Tony: maybe I will go too
Tony: Would you like to get the tix soon?
Matt: Yes
Matt: The sooner, the better
Tony: Right, they may be sold out pretty soon
Matt: How about you, Phil?
Matt: would you like to go too?
Phil: Will think about it
Phil: I liked them a lot when I was a kid
Phil: It would be great to see them live
Matt: I guess so!
Matt: Think about it and let me know soon, ok?
Phil: Sure",Matt and Tony want to go to the concert of Bon Jovi next July in Poland and are planning to buy the tickets that cost 250 PLN before they’re sold out. Phil will think about it and let them know.
13819958,"Dan: since I am not sure who all ate from the BBQ, I will Splitwise everyone equally. If you did not have any of the food from the BBQ, please feel free to remove yourself.
Ashley: Although I did not have any food, it looked delicious! Job well done, Dan
Dan: Thanks!
Sara: Ahhh so sorry I wasn’t there :(
Ken: More food for us ;)
Sara: you’re such a meaaanieee Ken!
Ken: Just kidding, sweetie :) but regrettably there are no leftovers for you
Sara: K I’ll just remove myself since I didn’t eat
Vicky: it was soo good! As usual, Dan = grill master :)
Eric: Gery and I cooked our own chicken and asparagus I believe.
Gerardo: Well,Dan the man cooked it. We only provided it.
Dan: indeed
Gerardo: Thanks Dan
Eric: cheers! 
Gerardo: I removed us from the transaction Eric",Dan cooked a successful BBQ meal and will split the bill via Splitwise. He invites everyone who did not eat to remove themselves. 
13611946,"Camila: So Harper, what are your plans for tonight?
Harper: My dear Camila, I’m all yours for the night!
Harper: What would you say if we buy a bottle of wine, a take-away and stay in for the evening?
Camila: Yep! Sounds perfect to me
Camila: I’m starving. I haven’t eaten anything for the whole day
Harper: I’ll order a delicious meal from the restaurant about which we talked last time. 
Camila: I’m in 😉
Harper: Do you want to watch a movie?
Camila: Sure. Any suggestions?
Harper: How about Ugly Truth?
Camila: Oh, I just thought about it. You know me better than I know myself 😉
Harper: At your service 😉
Camila: I’ve got to go. See you in the evening!
Harper: Ok, bye!",Camila and Harper agreed to order a meal and watch a movie tonight.
13865481,"May: Just received a text from Harry he'll be late
Michael: It's good for us, Vanessa and I are still on our way and Peter's stuck in a traffic
May: Probably the same traffic Harry's stuck in ;/
Peter: There's been an accident, I'm too far away to see what exactly happened but it doesn't look good
May: How long may it take? Half of the guests is already here
Vanessa: God knows, Michael's driving if you can call this driving...
Peter: They're saying that there was a serious accident, I really don't know how long it will take
May: Harry just called, he's in the same traffic as you
Vanessa: It'll be a hell of a birthday party ;)
Peter: It'll be easier if you all come and join us here
May: Hahaha, very funny
May: We'll wait for you, but better be here before Harry
Vanessa: You need to stall Harry then because we're all probably behind him
Peter: Fyi, we haven't moved an inch in a while now","Henry and Peter will be late for a birthday party. Michael and Vanessa are on their way. There was a serious accident, and Peter has no idea when they will manage to arrive. Henry will probably come before Peter."
13728157,"Callan: Something's wrong with my Samsung S8.
Wade: What, exactly?
Callan: All I get is a black screen.
Wade: Did you drop it or something?
Callan: I think I know, this has happened before.
Wade:  It did? What happened before?
Callan: It overheats and then it takes a while for it to restart again..
Wade: That sucks.. Be carefull with the battery, it can be dangerous.
Callan: It sure can, but I'm going to the store and let them see it. It's still under warranty.
Wade: Will you lose all your stuff?
Callan: No, I always back up my files.","Callan's Samsung S8 overheats, so he's going to the store to get it repaired."
13828502,"Jake: Maaaan! you in london?!
Mike: <file_photo>
Mike: yeah mate! dreams coming true!
Jake: cool! congrats!",Mike is in London.
13681191,"Andrea: Hi, Pat, I can't come to work today.
Patrick: Is everything alright?
Andrea: My son is sick, I need to take him to the doctor.
Patrick: Oh, sorry to hear that, I hope he gets better soon.
Andrea: Thanks. So is it okay with you?
Patrick: Sure, take care of your boy, we'll be fine without you for the next couple of days!","Andrea's son is sick, she is taking a day off and taking him to the doctor's. "
13682380,"Phil: Hi. Are you home?
Nancy: Yes. Where are you?
Phil: Still in the shop. 
Nancy: What are you doing there? 
Phil: There are such crowds. Everywhere.
Nancy: Really?
Phil: First, I couldn't find any parking place. Now I'm standing in a gigantic queue.
Nancy: Have you got everything?
Phil: I think so.
Nancy: Oh, I'm sorry. I know you hate it before X-mas.
Phil: Will you make an apple pie? Please? I was passing by a cafe and thought of that immediately. My mouth is watering when I think of that smell.
Nancy: Sure, honey. Of course I will.
Phil: Wonderful! I think I'll be home in an hour.
Nancy: Ok. Waiting for you :-) I've got everything I need for the pie, so it will be in the oven when you arrive :-)
Phil: Thanks, babe! :-*
Nancy: :-*",It took Phil a very long time to do the Christmas shopping but he probably managed to get everything. He will be home in an hour. Phil's apple pie will be in the oven when he arrives.
13813401,"Piper: When is the payment expected?
Bryan: I have asked my manager to send the payment
Piper: When would he send it to me?
Bryan: He will send you tonight
Piper: I would be waiting
Bryan: Sure, Client liked your work
Piper: Hope to work with you long term ",Piper will get paid tonight. Client liked Piper's work and wants to work with her on a long-term basis.
13611734,"Richie: Pogba
Clay: Pogboom
Richie: what a s strike yoh!
Clay: was off the seat the moment he chopped the ball back to his right foot
Richie: me too dude
Clay: hope his form lasts
Richie: This season he's more mature
Clay: Yeah, Jose has his trust in him
Richie: everyone does
Clay: yeah, he really deserved to score after his first 60 minutes
Richie: reward
Clay: yeah man
Richie: cool then 
Clay: cool","Richie and Clay saw a very good football game, with one football player chopping the ball back to his foot, which was particularly exciting. Jose has trust in that player. "
13727920,"Sybille: Hello, i'm trying to make my online registration  for the flight AF3581 from Minneapolis to Paris the 29th, but i only get an error message. Here is my file number NRTTU and my flying blue number XXXX. Thanks for you help
Air France: Hello Sybille, we acknowledge receipt of your message and return to you as soon as possible.
Air France: After checking your flight is operated by Delta Airlines for departure from the United States. Online registration works from the Delta  site.
Sybille: Hello again , i still have trouble for my son' s online registration. I'm really angry as it cost me more than 40 euros  for 20 minutes on your short number 3654, and still i don't have any answer. He couldn't get his flight yesterday, so i asked for it to be postpone. I twice gave my credit number but still the ticket is not delivered.
Air France: Of course, i give the file to an agent.
Air France: Please, be awared it could take 24 hours
Sybille: I can't wait so long. My son is only 16 year old and he has to sleep in the airport, with no mean to leave his luggage as he has no ticket.
Air France: Hello Sybille, we're very sorry . We could offer you a departure on flight DL140 from Minneapolis to Paris. We'll return to you.
Sybille: My  phone number is XXXX, please call me back as soon as possible
Sybille: Hello, i was again on line with people from the  short number. They told me that they've done everything possible but my payment can't be accepted because the flight is operated by Delta. Please consider a young stuck in US with no possibilites  for coming back just because of Delta and Air France sharing code, can't  share payment. Shame on you.
Air France: We'll get in touch with Delta US  and return to you quickly
Sybille: thanks a lot
Air France: We just send  you by email the new ticket for you son. We remain at your disposal.
Sybille: Thanks a lot, you're more efficient than the  hotline.","Sybille is angry, because she cannot make a reservation for the flight from Minneapolis to Paris. Air France managed to solve the issue."
13864476,"Natalia: should we book this flight before it gets more expensive?
Harriet: yes, let's do it today
Lara: yup!","Natalia, Harriet and Lara will book flight tickets today."
13731446,"Hans: come to the practice
Slade: NOW??
Hans: yes, now
Slade: alright
Hans: and bring the ball as well XD we dont have it here ;P
Slade: -_-",Hans asks Slade to bring the ball and come to the practice.
13717307,"Holt: ladies, an important question. what to get my sis for bday?
Darla: how old?
Holt: 21
Olive: can't be too personal
Treena: cosmetics maybe?
Zula: i'd get her DVDs or book series. always works
Holt: you might be right. set of DVDs and some cosmetics?
Olive: we'd all be happy i guess if you know what she likes","Holt asks his girlfriends some advice on a present for his sister on her 21st birthday. Treena recommends cosmetics, whereas Zula suggests DVDs or book series. "
13864836,"Georgia: Hey girls
Georgia: What do you think
Georgia: <photo_file>
Roxana: Buy it!
Summer: You look great
Georgia: I like it
Georgia: But where will I wear it?
Summer: Parties ",Georgia sent a photo. Roxana and Summer advise Georgia to buy it.
13681870,"Miley: don't want to go to work tomorrow!
Miley: wanna sleep!!!
Miley: need some rest :(
Aaron: know what u feelin
Aaron: really want some holiday already
Miley: :(
Aaron: fighting girl!",Miley is tired and doesn't want to work tomorrow.
